,date,site,cases,diff_cases,diff_cases_pc,avg_dates,avg_cases,avg_cases_pc
1934,2020-08-23 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-19 12:00:00,0.0,0.0
1933,2020-08-23 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-19 12:00:00,0.0,0.0
1932,2020-08-23 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-19 12:00:00,0.0,0.0
1937,2020-08-23 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-19 12:00:00,0.0,0.0
1955,2020-08-24 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1954,2020-08-24 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1953,2020-08-24 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1952,2020-08-24 00:00:00,Non-NNL Kesselring,59,1.0,190.83969465648855,2020-08-20 12:00:00,0.2857142857142857,54.52562704471101
1951,2020-08-24 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1950,2020-08-24 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1949,2020-08-24 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1947,2020-08-24 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1946,2020-08-24 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1945,2020-08-24 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1944,2020-08-24 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-20 12:00:00,0.0,0.0
1948,2020-08-24 00:00:00,NNL NRF,71,2.0,142.7551748750892,2020-08-20 12:00:00,2.0,142.7551748750892
1963,2020-08-25 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1966,2020-08-25 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1965,2020-08-25 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1964,2020-08-25 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-21 12:00:00,0.14285714285714285,27.262813522355504
1962,2020-08-25 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1967,2020-08-25 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1960,2020-08-25 00:00:00,NNL NRF,71,0.0,0.0,2020-08-21 12:00:00,1.1428571428571428,81.57438564290813
1956,2020-08-25 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1957,2020-08-25 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1961,2020-08-25 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1959,2020-08-25 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1958,2020-08-25 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-21 12:00:00,0.0,0.0
1979,2020-08-26 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1978,2020-08-26 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1977,2020-08-26 00:00:00,Non-NNL NPTU-Charleston,48,1.0,100000.0,2020-08-22 12:00:00,0.14285714285714285,14285.714285714284
1976,2020-08-26 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-22 12:00:00,0.14285714285714285,27.262813522355504
1974,2020-08-26 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1975,2020-08-26 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1972,2020-08-26 00:00:00,NNL NRF,71,0.0,0.0,2020-08-22 12:00:00,1.1428571428571428,81.57438564290813
1971,2020-08-26 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1970,2020-08-26 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1969,2020-08-26 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1968,2020-08-26 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1973,2020-08-26 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-22 12:00:00,0.0,0.0
1991,2020-08-27 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1990,2020-08-27 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1989,2020-08-27 00:00:00,Non-NNL NPTU-Charleston,48,0.0,0.0,2020-08-23 12:00:00,0.14285714285714285,14285.714285714284
1988,2020-08-27 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-23 12:00:00,0.14285714285714285,27.262813522355504
1987,2020-08-27 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1986,2020-08-27 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1985,2020-08-27 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1983,2020-08-27 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1982,2020-08-27 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1981,2020-08-27 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1980,2020-08-27 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-23 12:00:00,0.0,0.0
1984,2020-08-27 00:00:00,NNL NRF,71,0.0,0.0,2020-08-23 12:00:00,0.7142857142857143,50.983991026817584
2003,2020-08-28 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
2002,2020-08-28 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
2001,2020-08-28 00:00:00,Non-NNL NPTU-Charleston,48,0.0,0.0,2020-08-24 12:00:00,0.14285714285714285,14285.714285714284
2000,2020-08-28 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-24 12:00:00,0.14285714285714285,27.262813522355504
1999,2020-08-28 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1998,2020-08-28 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1997,2020-08-28 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1995,2020-08-28 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1994,2020-08-28 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1993,2020-08-28 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1992,2020-08-28 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-24 12:00:00,0.0,0.0
1996,2020-08-28 00:00:00,NNL NRF,71,0.0,0.0,2020-08-24 12:00:00,0.2857142857142857,20.39359641072703
2012,2020-08-29 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-25 12:00:00,0.14285714285714285,27.262813522355504
2015,2020-08-29 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2014,2020-08-29 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2013,2020-08-29 00:00:00,Non-NNL NPTU-Charleston,48,0.0,0.0,2020-08-25 12:00:00,0.14285714285714285,14285.714285714284
2011,2020-08-29 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2010,2020-08-29 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2009,2020-08-29 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2008,2020-08-29 00:00:00,NNL NRF,71,0.0,0.0,2020-08-25 12:00:00,0.2857142857142857,20.39359641072703
2007,2020-08-29 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2006,2020-08-29 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2005,2020-08-29 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2004,2020-08-29 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-25 12:00:00,0.0,0.0
2026,2020-08-30 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2024,2020-08-30 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-26 12:00:00,0.14285714285714285,27.262813522355504
2023,2020-08-30 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2022,2020-08-30 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2021,2020-08-30 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2027,2020-08-30 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2019,2020-08-30 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2020,2020-08-30 00:00:00,NNL NRF,71,0.0,0.0,2020-08-26 12:00:00,0.2857142857142857,20.39359641072703
2016,2020-08-30 00:00:00,NNL Bettis,13,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2025,2020-08-30 00:00:00,Non-NNL NPTU-Charleston,48,0.0,0.0,2020-08-26 12:00:00,0.14285714285714285,14285.714285714284
2017,2020-08-30 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2018,2020-08-30 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-26 12:00:00,0.0,0.0
2028,2020-08-31 00:00:00,NNL Bettis,14,1.0,35.829451809387315,2020-08-27 12:00:00,0.14285714285714285,5.11849311562676
2029,2020-08-31 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2030,2020-08-31 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2032,2020-08-31 00:00:00,NNL NRF,75,4.0,285.5103497501784,2020-08-27 12:00:00,0.5714285714285714,40.78719282145406
2033,2020-08-31 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2034,2020-08-31 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2035,2020-08-31 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2036,2020-08-31 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2037,2020-08-31 00:00:00,Non-NNL NPTU-Charleston,46,-2.0,-200000.0,2020-08-27 12:00:00,-0.14285714285714285,-14285.714285714284
2038,2020-08-31 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2039,2020-08-31 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2031,2020-08-31 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-27 12:00:00,0.0,0.0
2048,2020-09-01 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2051,2020-09-01 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2047,2020-09-01 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2050,2020-09-01 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2046,2020-09-01 00:00:00,Non-NNL Bettis,2,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2049,2020-09-01 00:00:00,Non-NNL NPTU-Charleston,47,1.0,100000.0,2020-08-28 12:00:00,0.0,0.0
2044,2020-09-01 00:00:00,NNL NRF,75,0.0,0.0,2020-08-28 12:00:00,0.5714285714285714,40.78719282145406
2043,2020-09-01 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2042,2020-09-01 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2045,2020-09-01 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2041,2020-09-01 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-28 12:00:00,0.0,0.0
2040,2020-09-01 00:00:00,NNL Bettis,14,0.0,0.0,2020-08-28 12:00:00,0.14285714285714285,5.11849311562676
2063,2020-09-02 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2062,2020-09-02 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2061,2020-09-02 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-08-29 12:00:00,-0.14285714285714285,-14285.714285714284
2060,2020-09-02 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2059,2020-09-02 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2058,2020-09-02 00:00:00,Non-NNL Bettis,3,1.0,442.4778761061947,2020-08-29 12:00:00,0.14285714285714285,63.211125158027805
2057,2020-09-02 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2056,2020-09-02 00:00:00,NNL NRF,76,1.0,71.3775874375446,2020-08-29 12:00:00,0.7142857142857143,50.983991026817584
2055,2020-09-02 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2054,2020-09-02 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2053,2020-09-02 00:00:00,NNL Knolls,7,0.0,0.0,2020-08-29 12:00:00,0.0,0.0
2052,2020-09-02 00:00:00,NNL Bettis,14,0.0,0.0,2020-08-29 12:00:00,0.14285714285714285,5.11849311562676
2074,2020-09-03 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2073,2020-09-03 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-08-30 12:00:00,-0.14285714285714285,-14285.714285714284
2072,2020-09-03 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2075,2020-09-03 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2071,2020-09-03 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2070,2020-09-03 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-08-30 12:00:00,0.14285714285714285,63.211125158027805
2067,2020-09-03 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2068,2020-09-03 00:00:00,NNL NRF,76,0.0,0.0,2020-08-30 12:00:00,0.7142857142857143,50.983991026817584
2066,2020-09-03 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2065,2020-09-03 00:00:00,NNL Knolls,8,1.0,44.923629829290206,2020-08-30 12:00:00,0.14285714285714285,6.417661404184314
2064,2020-09-03 00:00:00,NNL Bettis,15,1.0,35.829451809387315,2020-08-30 12:00:00,0.2857142857142857,10.23698623125352
2069,2020-09-03 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-30 12:00:00,0.0,0.0
2087,2020-09-04 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2086,2020-09-04 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2085,2020-09-04 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-08-31 12:00:00,-0.14285714285714285,-14285.714285714284
2084,2020-09-04 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2083,2020-09-04 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2082,2020-09-04 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-08-31 12:00:00,0.14285714285714285,63.211125158027805
2080,2020-09-04 00:00:00,NNL NRF,76,0.0,0.0,2020-08-31 12:00:00,0.7142857142857143,50.983991026817584
2079,2020-09-04 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2078,2020-09-04 00:00:00,NNL Kesselring,10,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2077,2020-09-04 00:00:00,NNL Knolls,8,0.0,0.0,2020-08-31 12:00:00,0.14285714285714285,6.417661404184314
2076,2020-09-04 00:00:00,NNL Bettis,15,0.0,0.0,2020-08-31 12:00:00,0.2857142857142857,10.23698623125352
2081,2020-09-04 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-08-31 12:00:00,0.0,0.0
2096,2020-09-05 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2097,2020-09-05 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-09-01 12:00:00,-0.14285714285714285,-14285.714285714284
2095,2020-09-05 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2099,2020-09-05 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2098,2020-09-05 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2094,2020-09-05 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-01 12:00:00,0.14285714285714285,63.211125158027805
2088,2020-09-05 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-01 12:00:00,0.2857142857142857,10.23698623125352
2092,2020-09-05 00:00:00,NNL NRF,76,0.0,0.0,2020-09-01 12:00:00,0.7142857142857143,50.983991026817584
2091,2020-09-05 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2090,2020-09-05 00:00:00,NNL Kesselring,10,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2089,2020-09-05 00:00:00,NNL Knolls,8,0.0,0.0,2020-09-01 12:00:00,0.14285714285714285,6.417661404184314
2093,2020-09-05 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-09-01 12:00:00,0.0,0.0
2111,2020-09-06 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2110,2020-09-06 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2109,2020-09-06 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-09-02 12:00:00,-0.14285714285714285,-14285.714285714284
2108,2020-09-06 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2107,2020-09-06 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2106,2020-09-06 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-02 12:00:00,0.14285714285714285,63.211125158027805
2105,2020-09-06 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2104,2020-09-06 00:00:00,NNL NRF,76,0.0,0.0,2020-09-02 12:00:00,0.7142857142857143,50.983991026817584
2103,2020-09-06 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2102,2020-09-06 00:00:00,NNL Kesselring,10,0.0,0.0,2020-09-02 12:00:00,0.0,0.0
2101,2020-09-06 00:00:00,NNL Knolls,8,0.0,0.0,2020-09-02 12:00:00,0.14285714285714285,6.417661404184314
2100,2020-09-06 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-02 12:00:00,0.2857142857142857,10.23698623125352
2123,2020-09-07 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2122,2020-09-07 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2121,2020-09-07 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-09-03 12:00:00,0.14285714285714285,14285.714285714284
2120,2020-09-07 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2119,2020-09-07 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2118,2020-09-07 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-03 12:00:00,0.14285714285714285,63.211125158027805
2116,2020-09-07 00:00:00,NNL NRF,76,0.0,0.0,2020-09-03 12:00:00,0.14285714285714285,10.196798205363516
2115,2020-09-07 00:00:00,NNL NPTU-Charleston,5,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2114,2020-09-07 00:00:00,NNL Kesselring,10,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2113,2020-09-07 00:00:00,NNL Knolls,8,0.0,0.0,2020-09-03 12:00:00,0.14285714285714285,6.417661404184314
2112,2020-09-07 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-03 12:00:00,0.14285714285714285,5.11849311562676
2117,2020-09-07 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-09-03 12:00:00,0.0,0.0
2129,2020-09-08 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2135,2020-09-08 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2134,2020-09-08 00:00:00,Non-NNL NRF,4,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2133,2020-09-08 00:00:00,Non-NNL NPTU-Charleston,47,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2132,2020-09-08 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2131,2020-09-08 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2127,2020-09-08 00:00:00,NNL NPTU-Charleston,6,1.0,284.0909090909091,2020-09-04 12:00:00,0.14285714285714285,40.58441558441558
2128,2020-09-08 00:00:00,NNL NRF,76,0.0,0.0,2020-09-04 12:00:00,0.14285714285714285,10.196798205363516
2126,2020-09-08 00:00:00,NNL Kesselring,10,0.0,0.0,2020-09-04 12:00:00,0.0,0.0
2125,2020-09-08 00:00:00,NNL Knolls,8,0.0,0.0,2020-09-04 12:00:00,0.14285714285714285,6.417661404184314
2124,2020-09-08 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-04 12:00:00,0.14285714285714285,5.11849311562676
2130,2020-09-08 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-04 12:00:00,0.14285714285714285,63.211125158027805
2144,2020-09-09 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-05 12:00:00,0.0,0.0
2145,2020-09-09 00:00:00,Non-NNL NPTU-Charleston,48,1.0,100000.0,2020-09-05 12:00:00,0.14285714285714285,14285.714285714284
2143,2020-09-09 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-05 12:00:00,0.0,0.0
2147,2020-09-09 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-05 12:00:00,0.0,0.0
2146,2020-09-09 00:00:00,Non-NNL NRF,6,2.0,892.8571428571428,2020-09-05 12:00:00,0.2857142857142857,127.55102040816325
2142,2020-09-09 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-05 12:00:00,0.0,0.0
2136,2020-09-09 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-05 12:00:00,0.14285714285714285,5.11849311562676
2140,2020-09-09 00:00:00,NNL NRF,77,1.0,71.3775874375446,2020-09-05 12:00:00,0.14285714285714285,10.196798205363516
2139,2020-09-09 00:00:00,NNL NPTU-Charleston,6,0.0,0.0,2020-09-05 12:00:00,0.14285714285714285,40.58441558441558
2138,2020-09-09 00:00:00,NNL Kesselring,10,0.0,0.0,2020-09-05 12:00:00,0.0,0.0
2137,2020-09-09 00:00:00,NNL Knolls,8,0.0,0.0,2020-09-05 12:00:00,0.14285714285714285,6.417661404184314
2141,2020-09-09 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-09-05 12:00:00,0.0,0.0
2159,2020-09-10 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2158,2020-09-10 00:00:00,Non-NNL NRF,6,0.0,0.0,2020-09-06 12:00:00,0.2857142857142857,127.55102040816325
2157,2020-09-10 00:00:00,Non-NNL NPTU-Charleston,48,0.0,0.0,2020-09-06 12:00:00,0.14285714285714285,14285.714285714284
2156,2020-09-10 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2155,2020-09-10 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2154,2020-09-10 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2152,2020-09-10 00:00:00,NNL NRF,78,1.0,71.3775874375446,2020-09-06 12:00:00,0.2857142857142857,20.39359641072703
2151,2020-09-10 00:00:00,NNL NPTU-Charleston,6,0.0,0.0,2020-09-06 12:00:00,0.14285714285714285,40.58441558441558
2150,2020-09-10 00:00:00,NNL Kesselring,10,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2149,2020-09-10 00:00:00,NNL Knolls,8,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2148,2020-09-10 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2153,2020-09-10 00:00:00,NNL Liberty Street,2,0.0,0.0,2020-09-06 12:00:00,0.0,0.0
2167,2020-09-11 00:00:00,Non-NNL Knolls,0,0.0,0.0,2020-09-07 12:00:00,0.0,0.0
2171,2020-09-11 00:00:00,Non-NNL Liberty Street,0,0.0,0.0,2020-09-07 12:00:00,0.0,0.0
2170,2020-09-11 00:00:00,Non-NNL NRF,6,0.0,0.0,2020-09-07 12:00:00,0.2857142857142857,127.55102040816325
2169,2020-09-11 00:00:00,Non-NNL NPTU-Charleston,48,0.0,0.0,2020-09-07 12:00:00,0.14285714285714285,14285.714285714284
2168,2020-09-11 00:00:00,Non-NNL Kesselring,59,0.0,0.0,2020-09-07 12:00:00,0.0,0.0
2166,2020-09-11 00:00:00,Non-NNL Bettis,3,0.0,0.0,2020-09-07 12:00:00,0.0,0.0
2160,2020-09-11 00:00:00,NNL Bettis,15,0.0,0.0,2020-09-07 12:00:00,0.0,0.0
2164,2020-09-11 00:00:00,NNL NRF,78,0.0,0.0,2020-09-07 12:00:00,0.2857142857142857,20.39359641072703
2163,2020-09-11 00:00:00,NNL NPTU-Charleston,6,0.0,0.0,2020-09-07 12:00:00,0.14285714285714285,40.58441558441558
